,type_post,username,nafme,following_count,follower_count,user_id,post_id,caption,timestamp,date_post,comment_count,like_count,retweet_count,user_likes,video_view,display_url,is_video,link,liank.1,Brand,Likes_TW,Keyword/Hashtag,replies_count,Owner ID,source,ID
36309,,sofyandi handy ipah,,1292,1116,','nan,"'@DjarumCoklat min mau tanya, kalo sudah submit profil band tapi status nya pending, itu di coba lagi apa gimana?? Nuhun :)",27-12-17,,,,,,,,,,,Djarum,,,,,IG,
36310,,muhammad Andre Fauzi,,3312,1906,','nan,'@OfficialGTVID @ROSEMARYsk8punk @DjarumCoklat Tau,29-12-17,,,,,,,,,,,Djarum,,,,,IG,
36311,,Zihan fathurrahman,,3232,1739,','nan,"'@ozradiobandung @DjarumCoklat @capslockltd perang kemaren dimenangin sama lazio, orang keren dengerinnya #DCDCSubStereo",02-01-18,,,,,,,,,,,Djarum,,,,,IG,
36312,,Zihan fathurrahman,,3232,1739,','nan,"'@ozradiobandung @DjarumCoklat @capslockltd perang kemaren di menangin si leo, orang keren ya cuma dengerin #DCDCSubStereo",02-01-18,,,,,,,,,,,Djarum,,,,,IG,
36313,,Ginun,,4088,2125,','nan,"'@ozradiobandung @DjarumCoklat @capslockltd Eko patrio noelan bujur hansip, DCDC Substereo memang paling sip.",02-01-18,,,,,,,,,,,Djarum,,,,,IG,
36314,,Muhammad Erfan N,,5340,2740,','nan,"'@ardanradio band rock andalan ya kelompok Penerbang roket, aksi panggungnya cadas dan ugal ugalan #ArdanNgejamz #SuperMusicID #CumaDiArdan",10-01-18,,,,,,,,,,,Djarum,,,,,IG,
36315,,komalalala,,653,1469,','nan,'@ardanradio Rammstein ga di ragukan gi dgn aksi semburan api nya bikin penonton ngahuleung #ArdanNgejamz #SuperMusicID CumaDiArdan,10-01-18,,,,,,,,,,,Djarum,,,,,IG,
36316,,Out For Revenge,,5015,2215,','nan,'@DjarumCoklat Admin. untuk shoutout band itu kalo lupa password atau email bisa di forgot atau tidak ya ?,12-01-18,,,,,,,,,,,Djarum,,,,,IG,
36317,,Super Music,,4027,969,','nan,'@tintusardi on the spot sesuai venue masing2 kota. harga 15ribu,12-01-18,,,,,,,,,,,Djarum,,,,,IG,
36318,,Super Music,,4027,969,','nan,"'@yoyobani hanya bisa dibeli on the spot di venue, IDR 15.000",12-01-18,,,,,,,,,,,Djarum,,,,,IG,
36319,,amelia,,2554,1681,','nan,'ada penyiar ada radio bukan kidz jaman now klo gatau dcdcsubstereo di oz radio#DCDCSubStereo,16-01-18,,,,,,,,,,,Djarum,,,,,IG,
36320,,amelia,,2554,1681,','nan,'jalan jalan ke pasar moko pulangnya beli sembako memang top deh oz radio sampe ada juga dcdcsubstereo #Dcdcsubstereo,16-01-18,,,,,,,,,,,Djarum,,,,,IG,
36321,,Yoga Malik Maulana,,3248,2341,','nan,'@ozradiobandung Beli roko ke toko sembako Pulangya nyoto di pa haji Dcdcsubstereo di ozradio Ini acara radio yg gue cari cari #DCDCSubStereo,16-01-18,,,,,,,,,,,Djarum,,,,,IG,
36322,,Ecep Handiansyah,,1845,700,','nan,'@SuperMusic_ID #SuperMusicID 60,16-01-18,,,,,,,,,,,Djarum,,,,,IG,
36323,,Iqbal Alkautsar,,5716,2088,','nan,'@SuperMusic_ID 30 #supermusicID,16-01-18,,,,,,,,,,,Djarum,,,,,IG,
36324,,Super Music,,4027,969,','nan,"'@gigihgalangcita @burgerkill enggak bro. Madiun, Situbondo &amp; Bojonegoro",18-01-18,,,,,,,,,,,Djarum,,,,,IG,
36325,,Triyani,,3409,1177,','nan,'@SuperMusic_ID Berani #SuperMusicID #IDARE,22-01-18,,,,,,,,,,,Djarum,,,,,IG,
36326,,Am,,5682,1854,','nan,'@akredsofyan99 @AdheWiyoga @DjarumCoklat menungso yen cangkeme rusak cen ngene og,24-01-18,,,,,,,,,,,Djarum,,,,,IG,
36327,,Adhe Wiyoga,,3400,2919,','nan,'@DjarumCoklat Forgotten,24-01-18,,,,,,,,,,,Djarum,,,,,IG,
36328,,akred,,327,2578,','nan,'@AdheWiyoga @DjarumCoklat ithil,24-01-18,,,,,,,,,,,Djarum,,,,,IG,
36329,,Yoga Asparella,,1450,2978,','nan,'@DjarumCoklat Death Vomit 🔥,24-01-18,,,,,,,,,,,Djarum,,,,,IG,
36330,,RevasterBand,,289,510,','nan,'@OfficialGTVID @DjarumCoklat Submit tapi web. Eror gimana tuh??,28-01-18,,,,,,,,,,,Djarum,,,,,IG,
36331,,Erik oktariansyah,,919,2944,','nan,'@DjarumCoklat @666forgotten666 Kepalembang dong please hehe :),30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36332,,DCDC,,1213,1960,','nan,'@basuniaka235 Ada kendala bro. Semoga secapatnya BTI kesana ya,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36333,,KuliAngkut,,4176,1354,','nan,'@DjarumCoklat Ke Kediri Jawa Timur Kang 🙏,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36334,,DCDC,,1213,1960,','nan,'@Revaster @OfficialGTVID Mohon di cek lagi kualitas upload gambar/musik (file size),30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36335,,DCDC,,1213,1960,','nan,'@Slametpriyono07 Segera yah bro,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36336,,Dema Bahtary,,4530,2958,','nan,'@DjarumCoklat Wajib ini mah,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36337,,Waaka02,,2363,1964,','nan,'@DjarumCoklat Kenapa d Subang gak jadi?,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36338,,RevasterBand,,289,510,','nan,'@DjarumCoklat @OfficialGTVID Baik... Akan kita coba lagi... Terima kasih...,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36339,,dinarfatnasari,,1042,2124,','nan,'@ozradiobandung cicaheum ciraozzzz ehem #DCDCSubStereo radio oz,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36340,,Agus Saripudin,,3731,1197,','nan,'@ozradiobandung ke sawah bareng romeoooo wahhh aya #DCDCSubStereo,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36341,,Sandy Purnama,,442,1442,','nan,'@ozradiobandung Poe salasa malem rebo Hate karasa nalangsa obatan ku #DCDCSubStereo,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36342,,Tresna Nurahma Dewi,,3808,814,','nan,"'@ozradiobandung Melly guslaw ngurek belut, dimasakna pake mie ku Pak Leo Ulah galau ulah cemberut, Aya Curly &amp; Me di #DCDCSubStereo",30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36343,,Tresna Nurahma Dewi,,3808,814,','nan,"'@ozradiobandung Ada bayam dimakan kebo, kebo masuk angin dikerok Pak Leo Kalau kamu belum bobo, yuk pantengin #DCDCSubStereo",30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36344,,Fauzi Ali,,4217,731,','nan,'@SuperMusic_ID @burgerkill666 - resah dera jiwa #SuperMusicID,30-01-18,,,,,,,,,,,Djarum,,,,,IG,
36345,,Super Music,,4027,969,','nan,'@ootGondrezz acara ini tidak disponsori kita bro,01-02-18,,,,,,,,,,,Djarum,,,,,IG,
36346,,DCDC,,1213,1960,','nan,'@galuh_gumilang Cek lagi ukuran file nya bro,09-02-18,,,,,,,,,,,Djarum,,,,,IG,
36347,,siesje,,4024,1324,','nan,'@hasanbisri613 @DjarumCoklat Anda yang sebelah mana yaa? Wkwk,09-02-18,,,,,,,,,,,Djarum,,,,,IG,
36348,,siesje,,4024,1324,','nan,'@hasanbisri613 @DjarumCoklat Oh yang itcuh wkwk,09-02-18,,,,,,,,,,,Djarum,,,,,IG,
36349,,Super Music,,4027,969,','nan,"'@olobeksyko iya, kalau kota kamu enggak ada, silahkan datang ke kota terdekat",09-02-18,,,,,,,,,,,Djarum,,,,,IG,
36350,,Jaenudin Bahri,,4444,545,','nan,'Becek becekan #SuperMusicID #CikudaWanaherang,09-02-18,,,,,,,,,,,Djarum,,,,,IG,
36351,,KuliAngkut,,4176,1354,','nan,'@DjarumCoklat @OVERPOWERGRIND @ardy_volt gak daftar Mas?? 😊,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36352,,Ray Gunawan,,4823,2907,','nan,'@DjarumCoklat @headsuphc,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36353,,Fik,,448,1987,','nan,'@DjarumCoklat Seringai,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36354,,Satria Vendosa,,5304,1248,','nan,'@DjarumCoklat @DEADSQUAD_Band bernyali 666% \m/,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36355,,adiyatno,,966,2324,','nan,'@DjarumCoklat Dead squad,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36356,,Anakin Skywalker,,833,1326,','nan,'@DjarumCoklat &gt;&gt;&gt; @djindeath,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36357,,reytani kalin,,519,2535,','nan,'STOP MEROKOK !! Jangan rusak bangsa mu hanya demi keuntungan @DjarumCoklat @KerenTanpaRokok @TweetAntiRokok @clavodjarum @psfoundation,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36358,,Juli,,5824,2894,','nan,'@DjarumCoklat @Inheritors666,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36359,,Nyut Only,,725,1154,','nan,'@DjarumCoklat @REVENGETHEFATE,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36360,,E R K A,,4925,2703,','nan,'@DjarumCoklat @burgerkill @BESIDEofficial,11-02-18,,,,,,,,,,,Djarum,,,,,IG,
36361,,yoga damaseka,,5277,1373,','nan,'@ozradiobandung Pasang tato gambar roko Di sampo sambil makan pete Dcdcsubstereo di ozradio Ini acara radio favorite gue #dcdcsubstereo,13-02-18,,,,,,,,,,,Djarum,,,,,IG,
36362,,Tresna Nurahma Dewi,,3808,814,','nan,'@ozradiobandung Ada besi dimakan kebo Ada Polyester Embbesy #DCDCSubStereo di OzRadio,13-02-18,,,,,,,,,,,Djarum,,,,,IG,
36363,,Marie I.P,,1293,2986,','nan,'@ozradiobandung #DCDCSubStereo biar kece bawa banyak rupiah dengar dcdc bakal dapat hadiah,13-02-18,,,,,,,,,,,Djarum,,,,,IG,
36364,,Yoga Malik Maulana,,3248,2341,','nan,'@ozradiobandung Beli baju distro buat mas dodo Beli curit dapet tempe Dcdcsubstereo di ozradio Ini acara favorite gue #dcdcsubstereo,13-02-18,,,,,,,,,,,Djarum,,,,,IG,
36365,,Tresna Nurahma Dewi,,3808,814,','nan,'@ozradiobandung Air mendidih dimasak Andy lau Masuk angin dikerokin Moreno gak perlu sedih gak perlu galau Saatnya pantengin #DCDCSubStereo,13-02-18,,,,,,,,,,,Djarum,,,,,IG,
36366,,Nadya Aristantia,,857,1857,','nan,"'Gak nyangka, bakalan menang diardan lagi untuk yg kedua xnya di ardan hahahaa. Diacara yg sama #supermusicid",15-02-18,,,,,,,,,,,Djarum,,,,,IG,
36367,,Nirwana putri,,5701,2852,','nan,'@kantinnasion @SeputarEvent @infamyofficial @manjasad @pidibaiq @ebenbkhc @YogaPHB @eddibrokoli @DjarumCoklat Live di twitter?,17-02-18,,,,,,,,,,,Djarum,,,,,IG,
36368,,kantinnasion,,293,4254,','nan,"'@princessnana00 @SeputarEvent @infamyofficial @manjasad @pidibaiq @ebenbkhc @YogaPHB @eddibrokoli Ada, live streaming di @DjarumCoklat",17-02-18,,,,,,,,,,,Djarum,,,,,IG,
36369,,abdienegara666,,5727,1632,','nan,'@DjarumCoklat DEADSQUAD,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36370,,Iqbal Alkautsar,,5716,2088,','nan,'@DjarumCoklat @taringhardcore itu min \m/,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36371,,Bakul Pongpongan,,2686,2112,','nan,'@DjarumCoklat Burgerkill,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36372,,Kahfi Azhary,,4327,1122,','nan,'@DjarumCoklat @DEADSQUAD_Band min...,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36373,,PSRMLM CREW,,3466,2317,','nan,'@DjarumCoklat Jasad,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36374,,ʞǝʎǝd uɐʞnɯǝɹ,,2826,1340,','nan,'@DjarumCoklat Beside 🤘,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36375,,Red Wolf,,3007,1274,','nan,'@DjarumCoklat Taring,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36376,,TomM@T,,2489,1562,','nan,'@DjarumCoklat @Jasad_bdm ...yeah,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36377,,pratomo,,3446,1659,','nan,'@DjarumCoklat Burgerkill dong,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36378,,Syflrchm,,2059,2216,','nan,'@DjarumCoklat Deadsquad,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36379,,Alvin Siregar,,5202,1840,','nan,'@DjarumCoklat Jasad:(,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36380,,KOYIT,,1856,2570,','nan,'@DjarumCoklat Rosemary,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36381,,kautsar dewantara,,1815,1269,','nan,'@DjarumCoklat Jeruji,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36382,,S Ade RN,,678,2631,','nan,'@DjarumCoklat Jasad @Jasad_bdm,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36383,,Rif812,,454,2974,','nan,'@DjarumCoklat Gugat\m/,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36384,,Pejalan Sunyi,,2341,778,','nan,'@DjarumCoklat @Jasad_bdm,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36385,,Andri,,484,2119,','nan,'@DjarumCoklat Rosemary,19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36386,,Galuh Gumilang,,3089,2181,','nan,"'@DjarumCoklat udah saya kecilin, malah keluar tulisan Whoops, looks like something went wrong. mohon bantuannya min hehe",19-02-18,,,,,,,,,,,Djarum,,,,,IG,
36387,,Dwiki Apr. Azharr,,2379,924,','nan,'@DjarumCoklat kenapa band rege sih 😑,21-02-18,,,,,,,,,,,Djarum,,,,,IG,
36388,,Vicohr,,3227,1493,','nan,'@DjarumCoklat @CRS_BAND 😜,21-02-18,,,,,,,,,,,Djarum,,,,,IG,
36389,,Johnny Solinger,,1984,1145,','nan,"'Acaranya kenapa jadinya enggak jelas, enggak setiap malam minggu ada @DjarumCoklat",23-02-18,,,,,,,,,,,Djarum,,,,,IG,
36390,,Herdianto,,4989,1619,','nan,'@DjarumCoklat @Jasad_bdm Mantap,23-02-18,,,,,,,,,,,Djarum,,,,,IG,
36391,,戸愚呂弟,,4714,1393,','nan,'@DjarumCoklat @SIKSAKUBUR_DM Industri Monster Distorsi,27-02-18,,,,,,,,,,,Djarum,,,,,IG,
36392,,dinarfatnasari,,1042,2124,','nan,'@ozradiobandung Mancing ikan dikolam bango Ikannya habis dimakan bango Saatnya #DCDCSubStereo Karena hanya ada di ozradio #DCDCSubStereo,27-02-18,,,,,,,,,,,Djarum,,,,,IG,
36393,,Tresna Nurahma Dewi,,3808,814,','nan,'@ozradiobandung Ada udang dibalik duren Si uma ke Borneo Acara radio yang paling keren Ya cuma #DCDCSubStereo,27-02-18,,,,,,,,,,,Djarum,,,,,IG,
36394,,Tresna Nurahma Dewi,,3808,814,','nan,'@ozradiobandung Aku pengen ngemil kecap Sambil makan selero bundo Kalau kangen dikepret cepe gocap Bikin pantun nyok #DCDCSubStereo,27-02-18,,,,,,,,,,,Djarum,,,,,IG,
36395,,A. Fernaldi Angga,,3330,2912,','nan,"'Ngafalin lagu ah, kali aja jadi best player trus featuring, hehe #superrockinnoizee #supermusicid",27-02-18,,,,,,,,,,,Djarum,,,,,IG,
36396,,Adykidiw,,1267,2025,','nan,'@ardanradio suka sama band one ok rock aksi panggungnya powerful dan lagu-lagu nya enak banget. #ArdanNgejamz #SuperMusicID,01-03-18,,,,,,,,,,,Djarum,,,,,IG,
36397,,topelno,,607,1169,','nan,"'@DjarumCoklat bintang tamu DCDC minggu lalu yg main instrument, apa?",03-03-18,,,,,,,,,,,Djarum,,,,,IG,
36398,,KOYIT,,1856,2570,','nan,'@DjarumCoklat Navicula,07-03-18,,,,,,,,,,,Djarum,,,,,IG,
36399,,Aan Kurniawan,,786,1739,','nan,"'@ozradiobandung @DjarumCoklat Boleh donk,biar ga ngantuk",07-03-18,,,,,,,,,,,Djarum,,,,,IG,
36400,,moelviker,,3490,2838,','nan,'@ozradiobandung @DjarumCoklat Satuju atuh...mendengarkan musik sambil bawa kendaraan mengaggu konsentrasi sipengendara tersebut,07-03-18,,,,,,,,,,,Djarum,,,,,IG,
36401,,Jancok Asu,,5294,2220,','nan,'@DjarumCoklat SOB lagi aja. Atau ngak NAVICULLA,09-03-18,,,,,,,,,,,Djarum,,,,,IG,
36402,,Isa Nur Wahid,,5398,1398,','nan,'@tiobuqiabdulah cb besok tak tanyakke ya... aku ikutnya yang Rockadventure soale hehehe,11-03-18,,,,,,,,,,,Djarum,,,,,IG,
36403,,Hasnan Dan Momo,,2091,2427,','nan,'@rzrdty @DjarumCoklat Apa kabar kinikuman,11-03-18,,,,,,,,,,,Djarum,,,,,IG,
36404,,MERRY BENGAL,,3408,2349,','nan,"'Malem ini, jam 8pm--- TOG x Dxie membakar panggung @ Kelapa 2 Lontar, Kota Serang. #SuperMusicID (mobile tron stage) lets go pogo!",11-03-18,,,,,,,,,,,Djarum,,,,,IG,
36405,,REZA Jp,,1510,1709,','nan,'@ozradiobandung @DjarumCoklat program BEJO (BERANTAS JOMBLO) dengan membangun RJ (RUMAH JODOH) #DCDCSubStereo,13-03-18,,,,,,,,,,,Djarum,,,,,IG,
36406,,R Abdul Karim Safei (AKAS),,3949,810,','nan,'@IwanPrastiyo7 @ozradiobandung @DjarumCoklat Kami jomblo juga kan bro eea 🤣,13-03-18,,,,,,,,,,,Djarum,,,,,IG,
36407,,Andri,,484,2119,','nan,'@ozradiobandung @DjarumCoklat Tp yg usianya di atas 17thn,13-03-18,,,,,,,,,,,Djarum,,,,,IG,
36408,,Andri,,484,2119,','nan,'@ozradiobandung @DjarumCoklat Oh hilap hiji deui KAWIN GRATIS di kantor KUA #DCDCSubStereo :V ahahaha,13-03-18,,,,,,,,,,,Djarum,,,,,IG,
36409,,R Abdul Karim Safei (AKAS),,3949,810,','nan,"'@IwanPrastiyo7 @ozradiobandung @DjarumCoklat Sabar ya, dukung saya jadi gubernur jabar biar program biro jodoh direalisasikan 😊😊",13-03-18,,,,,,,,,,,Djarum,,,,,IG,
36410,,Wids,,1976,1215,','nan,'dear @ozradiobandung apakah hadiah uang tunai kuis #DCDCSubstereo sdh bisa diambil? trims,15-03-18,,,,,,,,,,,Djarum,,,,,IG,
36411,,icang,,991,1462,','nan,'Adele aja sebat masa kamu engga sih #djarumcoklat,19-03-18,,,,,,,,,,,Djarum,,,,,IG,
36412,,Impaled From Behind,,1158,2787,','nan,'@DjarumCoklat kak cara agar bisa shooting band di DCDC @DjarumCoklat gimana??,19-03-18,,,,,,,,,,,Djarum,,,,,IG,
36413,,Batman,,1583,2604,','nan,'@sbwhkmntpn rockadventure,21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36414,,DINDIN SAHMAN H,,4860,736,','nan,"'@ozradiobandung @DjarumCoklat Gratiskan biaya pendidikan karena pendidikan pintu gerbang keberhasilan suatu begara,",21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36415,,Juli,,5824,2894,','nan,"'@DjarumCoklat Tergantung genre, misal kalo untuk old-school hc punk sih skill pas2an boleh2 aja haha IMHO",21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36416,,Super Music,,4027,969,','nan,"'@AkgoesMecca Kampoeng Kopi Banaran, Semarang",21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36417,,Jacky Satria,,1732,2278,','nan,'@ardanradio Slank dong 😎 gaya panggungnya bikan yg ngelihat pengen nyanyi dan joged bareng 😇 #ArdanNgejamz #SuperMusicID,21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36418,,Usep SM,,4445,919,','nan,"'@ardanradio U2 gaya mereka calm dan santai,tapi klo udah manggung,hadeu...hh liar banget bagaikan ular kobra #ArdanNgejamz #SuperMusicID",21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36419,,DanieIsmanto,,3258,781,','nan,'@ardanradio PAS NETRAL SID Aksi Panggung Ke 3 Band ini Jelas Sangat Kental Rock n Roll Bikin Penonton Moushing #ArdanNgejamz #SuperMusicID,21-03-18,,,,,,,,,,,Djarum,,,,,IG,
36420,,boim abeh,,2394,1862,','nan,'@DjarumCoklat #nectura,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36421,,Kevin Clay,,3234,2288,','nan,'@DjarumCoklat nectura,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36422,,Aprỉansyạh,,5655,1760,','nan,'@DjarumCoklat @necturametal,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36423,,gibran zivani,,1308,1819,','nan,'@DjarumCoklat Nektura,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36424,,Rif812,,454,2974,','nan,'@DjarumCoklat Nectura😂😂😂 \m/\m/🙌🙌🙌,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36425,,Nyut Only,,725,1154,','nan,'@DjarumCoklat @necturametal,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36426,,toni ja,,1857,626,','nan,'@btltoken @pamityang2an @DjarumCoklat @CGK_AP2 @UtdIndonesiaJGJ @leeIUjeun 0x835bf922AF2FD4359EFaBC4ca7D4a044F98B8558 nice project,23-03-18,,,,,,,,,,,Djarum,,,,,IG,
36427,,Hendrayana,,755,2648,','nan,'@aldianto_ino @ozradiobandung @DjarumCoklat dptnya wktu bulan apa A ?,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36428,,gigihgalangcita,,4158,2624,','nan,'@asryil13 @burgerkill @DjarumCoklat Mantap \m/,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36429,,Agus Saripudin,,3731,1197,','nan,'@ozradiobandung Musim hujan makan baso Basona leungit di bawa nu gelo Jangan lupa dengerin oz radio Soalna aya dcdcsubstereo #DCDCSubStereo,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36430,,Nensy - ننش - ネンシ,,4777,1742,','nan,'@ozradiobandung Beli makaroni 1 gram Sama parkit dan beo Klo mau dengerin sbuah program Yuk dengerin #DCDCSUBSTEREO,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36431,,Nensy - ننش - ネンシ,,4777,1742,','nan,'@ozradiobandung Makan makan sama si boz Di bawah sebuah beko Yuk dengerin radio oz Ada #dcdcsubstereo,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36432,,opick,,2392,1283,','nan,'@ozradiobandung Dina kaca aya putrisari Aliando dahar galendo Aya mocca disetrasari Acarana #dcdcsubstereo,27-03-18,,,,,,,,,,,Djarum,,,,,IG,
36433,,A.,,952,2363,','nan,'Ada yang rencana nonton rockadventure minggu depan gak?,29-03-18,,,,,,,,,,,Djarum,,,,,IG,
36434,,Akun Palsu CakiBay,,5772,2325,','nan,'Gak sabar nunggu @DjarumCoklat Pengadilan musik... 😂😂😂,06-04-18,,,,,,,,,,,Djarum,,,,,IG,
36435,,Super Music,,4027,969,','nan,'‘Tranquility Base Hotel &amp; Casino’ — album baru @ArcticMonkeys resmi dirilis tahun ini! itps://bit.ly/2qbgZ6k,06-04-18,,,,,,,,,,,Djarum,,,,,IG,
36436,,Mojosemi Forest Park,,2623,615,','nan,'#rockadventure #supermusic LUAR BIASAA !!!!!!,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36437,,iwan noviyanto,,5212,920,','nan,'@DjarumCoklat Babaloon ur kang...,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36438,,DENENA,,5439,962,','nan,'@ozradiobandung Ke cikini beli lilin Ke thamrin beli oreo Jam segini enaknya ngapain Ya dengerin #DCDCSubStereo,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36439,,Mulki Mahendra,,302,1504,','nan,"'@ozradiobandung Mancing ikan pake kroto, Dapetnya malah lele kuning. Malem ini dengerin Oz Radio, Eh ternyata ada #DCDCSubStereo geuning.",10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36440,,Anisyah,,1642,1772,','nan,'@ozradiobandung Tahu lembang di lagukeun Dicicendo aya toko Hayu urang dangu keun #DCDCSubStereo di Radio,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36441,,Rio Ricardo,,3845,2153,','nan,'@ozradiobandung Dari Bandung ke Tangerang Jalannya pake si Tayo Aduh aku sangat senang Ada #DCDCSubStereo,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36442,,Rio Ricardo,,3845,2153,','nan,'@ozradiobandung Sekarang hari Selasa 7 hari lagi juga sama #DCDCSubStereo memang juara mantan? tinggalin aja:(,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36443,,TauHid.Bdg,,2782,2447,','nan,'@ozradiobandung ka cikajang make bemo Balikna meuli baso Cik jang stel radio Halik aya #dcdcsubstereo,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36444,,Rio Ricardo,,3845,2153,','nan,'@ozradiobandung Stay terus di OZ Radio Radionya para jawara sukses terus #DCDCSubStereo Semoga dapat hadiahnya,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36445,,Rio Ricardo,,3845,2153,','nan,'@ozradiobandung Jalan-jalan ke tegalega ditemenin sama si Rio Daripada gundah gulana mending pantengin #DCDCSubStereo,10-04-18,,,,,,,,,,,Djarum,,,,,IG,
36446,,#EriRCFLR,,2324,2199,','nan,'#roadtorockadventure #superadventure #audisi #supermusicid #UNIBBA #BALEENDAH @Purpleproductionn,14-04-18,,,,,,,,,,,Djarum,,,,,IG,
36447,,Salevisa,,1157,1988,','nan,"'@greenoctave.official Tarmudi, taryo, tarman, tareno, tarno #SIAP #roadtorockadventure #supermusicid #playhard 🔥",18-04-18,,,,,,,,,,,Djarum,,,,,IG,
36448,,achmad burhani,,2288,2382,','nan,'@DjarumCoklat burgerkill - we will bleed Bersama arungi dunia walaupun darah menjadi sebuah pengorbanan. #DCDC #DjarumCoklatDotCom,22-04-18,,,,,,,,,,,Djarum,,,,,IG,
36449,,ALLGHYFARY GUNAWAN,,5103,2736,','nan,'@ozradiobandung Ada angin diatas si ratu.. Ada raja lagi baca skenario.. pantengin terus 103.1 karna ada #DCDCSubStereo di OZ RADIO,24-04-18,,,,,,,,,,,Djarum,,,,,IG,
36450,,ALLGHYFARY GUNAWAN,,5103,2736,','nan,'@ozradiobandung Lagi aerobik pake baju batik.. Ada embrio didalem induknya.. Kalo Mau musik yang asik2 #DCDCSubStereo lah jagonya..,24-04-18,,,,,,,,,,,Djarum,,,,,IG,
36451,,Andry Wirawan,,3758,2103,','nan,'@ozradiobandung Shio macan merah warnanya Éta hui tong dikulub #DCDCsubStereo juara acaranya Komo aya pingpong club,24-04-18,,,,,,,,,,,Djarum,,,,,IG,
36452,,"""burgerkillofficial""",,360,571,','nan,'Maaf ya brads.. Masih edisi belum bisa move on dari DCDC x Hellshow \u201cKILLCHESTRA\u201d nih..\ud83e\udd18\ud83c\udffc\ud83d\ude01 Unforgettable night!\n.\nPresented by @dcdc.official x @thisishellshow.\n.\n\ud83d\udcf9 by: @truemegabielz\n#burgerkill \n#begundal \n#hellshow2018 \n#dcdckillchestra \n#dcdcxburgerkill \n#djarumcoklatdotcom \n#bkadamantine,26-04-18,,,,,,,,,,,Djarum,,,,,IG,
